Date AD,Date BS,Stations,Minimun Temprature,Maximum Temprature,Rainfall
2012/2/1,2068-10-18,Dipayal,24.2,3.6,0
2012/2/1,2068-10-18,Dhangadi,22.8,4,0
2012/2/1,2068-10-18,Birendranagar,22,4.4,0
2012/2/1,2068-10-18,Nepalgunj,22.7,5,0
2012/2/1,2068-10-18,Jumla,13.3,-7.8,0
2012/2/1,2068-10-18,Dang,,5.6,0
2012/2/1,2068-10-18,Pokhara,21.2,7,0
2012/2/1,2068-10-18,Bhairahawa,23,5.7,0
2012/2/1,2068-10-18,Simra,23,4.5,0
2012/2/1,2068-10-18,Kathmandu,20.5,2.3,0
2012/2/1,2068-10-18,Okhaldhunga,18,4.4,0
2012/2/1,2068-10-18,Taplejung,15.7,5,0
2012/2/1,2068-10-18,Dhankuta,23,6,0
2012/2/1,2068-10-18,Biratnagar,23.9,7,0
2012/2/1,2068-10-18,Jiri,15,-4.5,0.0*
2012/2/2,2068-10-19,Dadeldhura,15.8,4,0
2012/2/2,2068-10-19,Dipayal,22,3.2,0
2012/2/2,2068-10-19,Dhangadi,20.2,5,0
2012/2/2,2068-10-19,Birendranagar,21.5,3.4,0
2012/2/2,2068-10-19,Nepalgunj,20.2,4.8,0
2012/2/2,2068-10-19,Jumla,10,-7,0
2012/2/2,2068-10-19,Pokhara,20.6,6.5,0
2012/2/2,2068-10-19,Bhairahawa,20.8,5.8,0
2012/2/2,2068-10-19,Simra,23,4.6,0
2012/2/2,2068-10-19,Kathmandu,20.5,1.3,0
2012/2/2,2068-10-19,Okhaldhunga,17.6,4.2,0
2012/2/2,2068-10-19,Taplejung,16.2,3,0
2012/2/2,2068-10-19,Dhankuta,21.6,,0
2012/2/2,2068-10-19,Biratnagar,24.7,8,0
2012/2/3,2068-10-20,Dadeldhura,18,4.5,0
2012/2/3,2068-10-20,Dipayal,25.8,4,0
2012/2/3,2068-10-20,Dhangadi,24,7.6,0
2012/2/3,2068-10-20,Birendranagar,23.6,5,0
2012/2/3,2068-10-20,Nepalgunj,24.2,6.4,0
2012/2/3,2068-10-20,Jumla,16.5,-6.7,0
2012/2/3,2068-10-20,Pokhara,20.5,6.2,0
2012/2/3,2068-10-20,Bhairahawa,23.6,5.6,0
2012/2/3,2068-10-20,Simra,25.2,5.4,0
2012/2/3,2068-10-20,Kathmandu,21.2,2.7,0
2012/2/3,2068-10-20,Taplejung,16,3.6,0
2012/2/3,2068-10-20,Dhankuta,22.2,,0
2012/2/3,2068-10-20,Biratnagar,26.3,7.4,0
2012/2/4,2068-10-21,Dadeldhura,18.7,7.6,0
2012/2/4,2068-10-21,Dipayal,23.8,8,0
2012/2/4,2068-10-21,Dhangadi,21.6,9.4,0
2012/2/4,2068-10-21,Birendranagar,23,5.8,0
2012/2/4,2068-10-21,Nepalgunj,22.5,8.8,0
2012/2/4,2068-10-21,Jumla,15.7,-2.3,0
2012/2/4,2068-10-21,Pokhara,20.5,7.5,0
2012/2/4,2068-10-21,Bhairahawa,24.2,10,0
2012/2/4,2068-10-21,Simra,26,7,0
2012/2/4,2068-10-21,Kathmandu,22.2,3.8,0
2012/2/4,2068-10-21,Okhaldhunga,19.1,4,0
2012/2/4,2068-10-21,Taplejung,17.2,4.5,0
2012/2/4,2068-10-21,Dhankuta,23.8,6.8,0
2012/2/4,2068-10-21,Biratnagar,26.7,7,0
2012/2/5,2068-10-22,Dadeldhura,12.8,3.6,1.4
2012/2/5,2068-10-22,Dipayal,24.4,10.6,1.4
2012/2/5,2068-10-22,Dhangadi,28,12.8,3.6
2012/2/5,2068-10-22,Birendranagar,22.8,7.6,0
2012/2/5,2068-10-22,Nepalgunj,27.3,11,
2012/2/5,2068-10-22,Jumla,14.9,-4.4,0
2012/2/5,2068-10-22,Dang,25.6,9.6,0
2012/2/5,2068-10-22,Pokhara,23.1,9.2,0
2012/2/5,2068-10-22,Bhairahawa,25.6,8.5,0
2012/2/5,2068-10-22,Simra,27,9,0
2012/2/5,2068-10-22,Kathmandu,23.2,5.3,0
2012/2/5,2068-10-22,Okhaldhunga,20.4,5.6,0
2012/2/5,2068-10-22,Taplejung,18.2,5.2,0
2012/2/5,2068-10-22,Dhankuta,24.2,8.5,0
2012/2/5,2068-10-22,Biratnagar,26.7,7.6,0
2012/2/6,2068-10-23,Dadeldhura,18.5,5,0
2012/2/6,2068-10-23,Dipayal,27,6.4,0
2012/2/6,2068-10-23,Dhangadi,25.8,,0
2012/2/6,2068-10-23,Birendranagar,25.4,7.5,0
2012/2/6,2068-10-23,Nepalgunj,26.4,7.8,0
2012/2/6,2068-10-23,Jumla,16.7,-5.8,0
2012/2/6,2068-10-23,Dang,25.5,8.5,0
2012/2/6,2068-10-23,Pokhara,24.1,8,0
2012/2/6,2068-10-23,Bhairahawa,28,8,0
2012/2/6,2068-10-23,Simra,29.5,8.8,0
2012/2/6,2068-10-23,Kathmandu,24,4.5,0
2012/2/6,2068-10-23,Okhaldhunga,19.2,7,0
2012/2/6,2068-10-23,Taplejung,18.1,5.2,0
2012/2/6,2068-10-23,Dhankuta,24.5,7.8,0
2012/2/6,2068-10-23,Biratnagar,25.7,10,0
2012/2/7,2068-10-24,Dadeldhura,14.8,6,0
2012/2/7,2068-10-24,Dipayal,18.6,8.2,0
2012/2/7,2068-10-24,Dhangadi,23,8.2,0
2012/2/7,2068-10-24,Birendranagar,26.4,7.2,0
2012/2/7,2068-10-24,Nepalgunj,27.2,9.4,0
2012/2/7,2068-10-24,Jumla,9.9,-4,0
2012/2/7,2068-10-24,Pokhara,25.1,9.8,0
2012/2/7,2068-10-24,Bhairahawa,25,7,0
2012/2/7,2068-10-24,Simra,26,7.5,0
2012/2/7,2068-10-24,Kathmandu,25.7,3.5,0
2012/2/7,2068-10-24,Okhaldhunga,22.6,7,0
2012/2/7,2068-10-24,Taplejung,18.4,5.6,0
2012/2/7,2068-10-24,Dhankuta,22.1,8.5,0
2012/2/7,2068-10-24,Biratnagar,25.7,9.5,0
2012/2/8,2068-10-25,Dadeldhura,9.7,3.2,3.2
2012/2/8,2068-10-25,Dipayal,21.2,8.1,2.2
2012/2/8,2068-10-25,Dhangadi,20.6,13.1,0.4
2012/2/8,2068-10-25,Birendranagar,17.8,11.6,16.2
2012/2/8,2068-10-25,Nepalgunj,20.7,14.4,22.2
2012/2/8,2068-10-25,Jumla,9.3,-1,37.7
2012/2/8,2068-10-25,Dang,16,,
2012/2/8,2068-10-25,Pokhara,14,12.5,41.2
2012/2/8,2068-10-25,Bhairahawa,19.4,14.8,61.5
2012/2/8,2068-10-25,Simra,21.5,14.2,2.6
2012/2/8,2068-10-25,Kathmandu,11.5,9.6,31.7
2012/2/8,2068-10-25,Okhaldhunga,11.2,6.5,
2012/2/8,2068-10-25,Taplejung,18.4,6.8,5.6
2012/2/8,2068-10-25,Dhankuta,22.8,9.8,0
2012/2/8,2068-10-25,Biratnagar,24.1,13.3,0
2012/2/9,2068-10-26,Dadeldhura,11.8,-2.2,1.4
2012/2/9,2068-10-26,Dipayal,22,6,5.2
2012/2/9,2068-10-26,Dhangadi,21.2,4.1,0
2012/2/9,2068-10-26,Birendranagar,20.6,4.5,7.2
2012/2/9,2068-10-26,Nepalgunj,20.4,5.2,6
2012/2/9,2068-10-26,Jumla,8,-9.2,1.6
2012/2/9,2068-10-26,Dang,,8.2,
2012/2/9,2068-10-26,Pokhara,18.8,5.5,9
2012/2/9,2068-10-26,Bhairahawa,20.7,10.4,0.2
2012/2/9,2068-10-26,Simra,23.5,11,2.8
2012/2/9,2068-10-26,Kathmandu,18.6,6,9.8
2012/2/9,2068-10-26,Okhaldhunga,,5.2,
2012/2/9,2068-10-26,Taplejung,15.4,4.4,10.8
2012/2/9,2068-10-26,Dhankuta,19.4,8.5,2.4
2012/2/9,2068-10-26,Biratnagar,23.3,13.5,2.8
2012/2/10,2068-10-27,Dadeldhura,14.5,1.5,0
2012/2/10,2068-10-27,Dipayal,24.3,3.5,0
2012/2/10,2068-10-27,Dhangadi,23.2,4.4,0
2012/2/10,2068-10-27,Birendranagar,22.6,3.7,0
2012/2/10,2068-10-27,Nepalgunj,22.8,4.4,0
2012/2/10,2068-10-27,Jumla,12.5,-9.8,0
2012/2/10,2068-10-27,Dang,22,4.8,0
2012/2/10,2068-10-27,Pokhara,21,5.8,0
2012/2/10,2068-10-27,Bhairahawa,21,5.5,0
2012/2/10,2068-10-27,Simra,22,4.4,0
2012/2/10,2068-10-27,Kathmandu,21.7,3,0
2012/2/10,2068-10-27,Taplejung,16.1,3.4,0
2012/2/10,2068-10-27,Dhankuta,21.2,6.2,0
2012/2/10,2068-10-27,Biratnagar,21.5,7.8,0
2012/2/10,2068-10-27,Jiri,16,-4,0.0*
2012/2/11,2068-10-28,Dadeldhura,14.7,-2.4,0
2012/2/11,2068-10-28,Dipayal,23,,0
2012/2/11,2068-10-28,Dhangadi,22.7,5.6,0
2012/2/11,2068-10-28,Birendranagar,23.2,4.5,0
2012/2/11,2068-10-28,Nepalgunj,22.8,4.8,0
2012/2/11,2068-10-28,Jumla,11.5,-8.6,0
2012/2/11,2068-10-28,Dang,21,5,0
2012/2/11,2068-10-28,Pokhara,20.6,6.6,0
2012/2/11,2068-10-28,Bhairahawa,22.2,7.4,0
2012/2/11,2068-10-28,Simra,23.5,5.4,0
2012/2/11,2068-10-28,Kathmandu,20.4,4.2,0
2012/2/11,2068-10-28,Taplejung,14.5,3.2,0
2012/2/11,2068-10-28,Dhankuta,20.8,5.5,0
2012/2/11,2068-10-28,Biratnagar,23.6,6,0
2012/2/11,2068-10-28,Jiri,13.5,-3.3,0.0*
2012/2/12,2068-11-00,Dipayal,24.8,7.6,0
2012/2/12,2068-11-00,Dhangadi,24.2,8,0
2012/2/12,2068-11-00,Nepalgunj,25.5,7.5,0
2012/2/12,2068-11-00,Jumla,12.3,-5.8,0
2012/2/12,2068-11-00,Pokhara,20.5,7.9,0
2012/2/12,2068-11-00,Bhairahawa,23.2,9.2,0
2012/2/12,2068-11-00,Simra,24.2,7,0
2012/2/12,2068-11-00,Kathmandu,20,2.8,0
2012/2/12,2068-11-00,Taplejung,14.5,4.4,0
2012/2/12,2068-11-00,Dhankuta,19.6,5.8,0
2012/2/12,2068-11-00,Biratnagar,24,7.6,0
2012/2/13,2068-11-01,Dadeldhura,12,5,
2012/2/13,2068-11-01,Dipayal,21,8.2,0
2012/2/13,2068-11-01,Dhangadi,25,9.8,
2012/2/13,2068-11-01,Birendranagar,21.1,7.5,0
2012/2/13,2068-11-01,Nepalgunj,24.8,,
2012/2/13,2068-11-01,Jumla,5,-4.7,2.3
2012/2/13,2068-11-01,Dang,22.5,9.5,0
2012/2/13,2068-11-01,Pokhara,17.5,7.8,0
2012/2/13,2068-11-01,Bhairahawa,22.6,11,
2012/2/13,2068-11-01,Simra,23.5,8.7,0
2012/2/13,2068-11-01,Kathmandu,18.5,3.5,
2012/2/13,2068-11-01,Okhaldhunga,17.4,,0
2012/2/13,2068-11-01,Taplejung,15.2,4.3,0
2012/2/13,2068-11-01,Dhankuta,20.4,6.2,0
2012/2/13,2068-11-01,Biratnagar,24.8,84,0
2012/2/13,2068-11-01,Jiri,18,-2,0.0*
2012/2/14,2068-11-02,Dadeldhura,13,4.6,0
2012/2/14,2068-11-02,Dipayal,21.2,8.2,0
2012/2/14,2068-11-02,Dhangadi,22.6,10.6,0
2012/2/14,2068-11-02,Birendranagar,19.1,7.5,0
2012/2/14,2068-11-02,Nepalgunj,24.7,10.4,0
2012/2/14,2068-11-02,Jumla,11,-4.3,0
2012/2/14,2068-11-02,Dang,21.5,8,0
2012/2/14,2068-11-02,Pokhara,21.8,7.6,0
2012/2/14,2068-11-02,Bhairahawa,24.4,11,0
2012/2/14,2068-11-02,Simra,28,11,0
2012/2/14,2068-11-02,Kathmandu,20.7,3.8,0
2012/2/14,2068-11-02,Taplejung,16.8,4.8,0
2012/2/14,2068-11-02,Dhankuta,23.6,7.5,0
2012/2/14,2068-11-02,Biratnagar,26.7,8.8,0
2012/2/14,2068-11-02,Jiri,17,-1.6,.0*
2012/2/15,2068-11-03,Dadeldhura,12.2,5,0
2012/2/15,2068-11-03,Dipayal,20.8,8.3,0
2012/2/15,2068-11-03,Dhangadi,24.2,10.4,0
2012/2/15,2068-11-03,Nepalgunj,24.5,12.4,0
2012/2/15,2068-11-03,Jumla,4.3,-1.5,0
2012/2/15,2068-11-03,Pokhara,21.5,11.3,0
2012/2/15,2068-11-03,Bhairahawa,24.2,9.8,0
2012/2/15,2068-11-03,Simra,27,10.2,0
2012/2/15,2068-11-03,Kathmandu,20.6,7.8,0
2012/2/15,2068-11-03,Okhaldhunga,,7.2,0
2012/2/15,2068-11-03,Taplejung,17.7,5.5,0
2012/2/15,2068-11-03,Dhankuta,23.2,,0
2012/2/15,2068-11-03,Biratnagar,27.3,10.5,0
2012/2/15,2068-11-03,Jiri,16.7,4.2,0.0*
2012/2/16,2068-11-04,Dadeldhura,12.4,2.9,0
2012/2/16,2068-11-04,Dipayal,21.7,8.8,0
2012/2/16,2068-11-04,Dhangadi,26.6,11,0
2012/2/16,2068-11-04,Birendranagar,23.4,,0
2012/2/16,2068-11-04,Nepalgunj,24.2,11.4,0
2012/2/16,2068-11-04,Jumla,9.8,-1.4,6.7
2012/2/16,2068-11-04,Pokhara,19.8,21.5,0
2012/2/16,2068-11-04,Bhairahawa,22.6,24.2,0
2012/2/16,2068-11-04,Simra,26.5,10,0
2012/2/16,2068-11-04,Kathmandu,20,4.3,0
2012/2/16,2068-11-04,Taplejung,18.8,7,0
2012/2/16,2068-11-04,Dhankuta,24.4,10,0
2012/2/16,2068-11-04,Biratnagar,28.3,12,0
2012/2/16,2068-11-04,Jiri,18.5,0.3,0.0*
2012/2/17,2068-11-05,Dadeldhura,17.8,3.4,0
2012/2/17,2068-11-05,Dipayal,27,6.6,0
2012/2/17,2068-11-05,Dhangadi,27,8.4,0
2012/2/17,2068-11-05,Nepalgunj,26.6,8.9,0
2012/2/17,2068-11-05,Jumla,14.7,-3.4,0
2012/2/17,2068-11-05,Dang,25,,0
2012/2/17,2068-11-05,Pokhara,24.2,9.4,0
2012/2/17,2068-11-05,Bhairahawa,27.2,,0
2012/2/17,2068-11-05,Simra,28.5,12,0
2012/2/17,2068-11-05,Kathmandu,23.8,6.3,0
2012/2/17,2068-11-05,Taplejung,17.7,6.5,0.4
2012/2/17,2068-11-05,Dhankuta,25.4,10,0
2012/2/17,2068-11-05,Biratnagar,30,14.5,0
2012/2/17,2068-11-05,Jiri,17.5,1.5,1.1*
2012/2/18,2068-11-06,Dadeldhura,19.4,6,0
2012/2/18,2068-11-06,Dipayal,28.8,8.5,0
2012/2/18,2068-11-06,Dhangadi,27.3,10.4,0
2012/2/18,2068-11-06,Birendranagar,22.6,,0
2012/2/18,2068-11-06,Nepalgunj,26.8,8.8,0
2012/2/18,2068-11-06,Jumla,16.6,-2.8,0
2012/2/18,2068-11-06,Pokhara,24.4,10,0
2012/2/18,2068-11-06,Bhairahawa,26.4,10.4,0
2012/2/18,2068-11-06,Simra,26.6,10.5,0
2012/2/18,2068-11-06,Kathmandu,24.5,6.2,0
2012/2/18,2068-11-06,Okhaldhunga,21.8,7,0
2012/2/18,2068-11-06,Taplejung,19,5,0
2012/2/18,2068-11-06,Dhankuta,25.8,8,0
2012/2/18,2068-11-06,Biratnagar,27.4,12.5,0
2012/2/18,2068-11-06,Jiri,18.5,0,0.6*
2012/2/19,2068-11-07,Dadeldhura,20.4,6.5,0
2012/2/19,2068-11-07,Dipayal,27.8,7,0
2012/2/19,2068-11-07,Dhangadi,24.8,8.2,0
2012/2/19,2068-11-07,Birendranagar,27.6,,0
2012/2/19,2068-11-07,Nepalgunj,23.8,7.9,0
2012/2/19,2068-11-07,Jumla,17.7,-3.7,0
2012/2/19,2068-11-07,Dang,25.5,,0
2012/2/19,2068-11-07,Pokhara,24.6,10,0
2012/2/19,2068-11-07,Bhairahawa,23.2,8.9,0
2012/2/19,2068-11-07,Simra,24.6,8.2,0
2012/2/19,2068-11-07,Kathmandu,25.2,4.8,0
2012/2/19,2068-11-07,Okhaldhunga,20.6,,0
2012/2/19,2068-11-07,Taplejung,18.2,6,0
2012/2/19,2068-11-07,Dhankuta,23.1,9.2,0
2012/2/19,2068-11-07,Biratnagar,26.3,10.3,0
2012/2/19,2068-11-07,Jiri,18,-1,0.0*
2012/2/20,2068-11-08,Dadeldhura,19.8,7.6,0
2012/2/20,2068-11-08,Dipayal,29.3,8.3,0
2012/2/20,2068-11-08,Dhangadi,25.5,9.2,0
2012/2/20,2068-11-08,Birendranagar,28,,0
2012/2/20,2068-11-08,Nepalgunj,26.4,,0
2012/2/20,2068-11-08,Jumla,19.7,-3,0
2012/2/20,2068-11-08,Dang,24.8,9.8,0
2012/2/20,2068-11-08,Pokhara,23.5,11,0
2012/2/20,2068-11-08,Bhairahawa,23,,0
2012/2/20,2068-11-08,Simra,24.5,,0
2012/2/20,2068-11-08,Kathmandu,23.5,6.4,0
2012/2/20,2068-11-08,Okhaldhunga,,6.8,0
2012/2/20,2068-11-08,Taplejung,16.3,8.4,0
2012/2/20,2068-11-08,Dhankuta,21.8,9.6,0
2012/2/20,2068-11-08,Biratnagar,25.6,11,0
2012/2/20,2068-11-08,Jiri,16.2,1.2,0.0*
2012/2/21,2068-11-09,Dadeldhura,20.5,8,0
2012/2/21,2068-11-09,Dipayal,27.8,10.5,0
2012/2/21,2068-11-09,Dhangadi,27.5,11.2,0
2012/2/21,2068-11-09,Birendranagar,28.2,9.5,0
2012/2/21,2068-11-09,Nepalgunj,27.4,11.4,0
2012/2/21,2068-11-09,Jumla,17,-0.2,0
2012/2/21,2068-11-09,Dang,25.4,,0
2012/2/21,2068-11-09,Pokhara,22.5,12.1,0
2012/2/21,2068-11-09,Bhairahawa,25.8,12.5,0
2012/2/21,2068-11-09,Simra,27,11.5,0
2012/2/21,2068-11-09,Kathmandu,24,8.6,0
2012/2/21,2068-11-09,Okhaldhunga,16,6.6,0
2012/2/21,2068-11-09,Taplejung,15.8,8.5,0
2012/2/21,2068-11-09,Dhankuta,21.2,9.5,0
2012/2/21,2068-11-09,Biratnagar,27.3,11.5,0
2012/2/21,2068-11-09,Jiri,17.5,5,0.0*
2012/2/22,2068-11-10,Dadeldhura,21.5,8.2,0
2012/2/22,2068-11-10,Dipayal,31.8,9.8,0
2012/2/22,2068-11-10,Dhangadi,30.3,11.6,0
2012/2/22,2068-11-10,Birendranagar,29,8.5,0
2012/2/22,2068-11-10,Nepalgunj,29.4,11.4,0
2012/2/22,2068-11-10,Jumla,18.5,-2.7,0
2012/2/22,2068-11-10,Dang,,10,0
2012/2/22,2068-11-10,Pokhara,24.1,10.8,0
2012/2/22,2068-11-10,Bhairahawa,27.6,12,0
2012/2/22,2068-11-10,Simra,28,11,0
2012/2/22,2068-11-10,Kathmandu,24.8,6.7,0
2012/2/22,2068-11-10,Okhaldhunga,21,4.6,0
2012/2/22,2068-11-10,Taplejung,17.7,8.5,0
2012/2/22,2068-11-10,Dhankuta,23.2,10,0
2012/2/22,2068-11-10,Biratnagar,27.8,11.2,0
2012/2/23,2068-11-11,Dadeldhura,21.5,7.5,0
2012/2/23,2068-11-11,Dipayal,31.2,8.3,0
2012/2/23,2068-11-11,Dhangadi,31.2,10.8,0
2012/2/23,2068-11-11,Birendranagar,,8,0
2012/2/23,2068-11-11,Nepalgunj,30.6,10.8,0
2012/2/23,2068-11-11,Jumla,18.6,-3.5,0
2012/2/23,2068-11-11,Dang,,11.6,0
2012/2/23,2068-11-11,Pokhara,26.5,11.5,0
2012/2/23,2068-11-11,Bhairahawa,30.8,12.5,0
2012/2/23,2068-11-11,Simra,31,11.4,0
2012/2/23,2068-11-11,Kathmandu,28,6.4,0
2012/2/23,2068-11-11,Okhaldhunga,22.8,7,0
2012/2/23,2068-11-11,Taplejung,20.8,8.4,0
2012/2/23,2068-11-11,Dhankuta,25,10,0
2012/2/23,2068-11-11,Biratnagar,29.1,13,0
2012/2/24,2068-11-12,Dadeldhura,20.9,7,0
2012/2/24,2068-11-12,Dipayal,30.7,7.1,0
2012/2/24,2068-11-12,Dhangadi,30.5,10.5,0
2012/2/24,2068-11-12,Birendranagar,28.2,,0
2012/2/24,2068-11-12,Nepalgunj,31.9,10.4,0
2012/2/24,2068-11-12,Jumla,17.7,-4.6,0
2012/2/24,2068-11-12,Pokhara,27,12.6,0
2012/2/24,2068-11-12,Bhairahawa,31.7,11,0
2012/2/24,2068-11-12,Simra,31,10,0
2012/2/24,2068-11-12,Kathmandu,26.5,5.5,0
2012/2/24,2068-11-12,Okhaldhunga,21.8,9,0
2012/2/24,2068-11-12,Taplejung,20,8.5,0
2012/2/24,2068-11-12,Dhankuta,25,10.5,0
2012/2/24,2068-11-12,Biratnagar,30.2,12,0
2012/2/25,2068-11-13,Dadeldhura,21.4,7.5,0
2012/2/25,2068-11-13,Dipayal,,8,0
2012/2/25,2068-11-13,Dhangadi,28,9,0
2012/2/25,2068-11-13,Birendranagar,30.5,7,0
2012/2/25,2068-11-13,Nepalgunj,28.4,9.5,0
2012/2/25,2068-11-13,Jumla,18.6,-2.6,0
2012/2/25,2068-11-13,Pokhara,27,11.6,0
2012/2/25,2068-11-13,Bhairahawa,30.1,9.5,0
2012/2/25,2068-11-13,Simra,30.5,10.4,0
2012/2/25,2068-11-13,Kathmandu,27.5,5,0
2012/2/25,2068-11-13,Okhaldhunga,22.4,11.2,0
2012/2/25,2068-11-13,Dhankuta,25.4,10.6,0
2012/2/25,2068-11-13,Biratnagar,30.6,12.5,0
2012/2/25,2068-11-13,Jiri,23.9,-0.2,0.0*
2012/2/26,2068-11-14,Dadeldhura,20.6,7.6,0
2012/2/26,2068-11-14,Dipayal,30.6,8,0
2012/2/26,2068-11-14,Dhangadi,27.2,8.4,0
2012/2/26,2068-11-14,Birendranagar,28.2,,0
2012/2/26,2068-11-14,Nepalgunj,26.8,7.5,0
2012/2/26,2068-11-14,Jumla,20.8,-1.3,0
2012/2/26,2068-11-14,Pokhara,27.5,11.5,0
2012/2/26,2068-11-14,Bhairahawa,27.4,10,0
2012/2/26,2068-11-14,Simra,27.6,9.5,0
2012/2/26,2068-11-14,Kathmandu,26.8,5.5,0
2012/2/26,2068-11-14,Okhaldhunga,21.6,10.8,0
2012/2/26,2068-11-14,Taplejung,,8,0
2012/2/26,2068-11-14,Dhankuta,25.6,10.3,0
2012/2/26,2068-11-14,Biratnagar,28.2,10.8,0
2012/2/26,2068-11-14,Jiri,23,1.1,0.0*
2012/2/27,2068-11-15,Dadeldhura,23,8.5,0
2012/2/27,2068-11-15,Dipayal,31.2,6.5,0
2012/2/27,2068-11-15,Dhangadi,25,7.4,0
2012/2/27,2068-11-15,Birendranagar,29,7.7,0
2012/2/27,2068-11-15,Nepalgunj,25,7.7,0
2012/2/27,2068-11-15,Jumla,21.1,-3.2,0
2012/2/27,2068-11-15,Dang,26.2,9.5,0
2012/2/27,2068-11-15,Pokhara,26.1,11.2,0
2012/2/27,2068-11-15,Bhairahawa,24.4,9,0
2012/2/27,2068-11-15,Simra,24.3,8,0
2012/2/27,2068-11-15,Kathmandu,26.6,5.5,0
2012/2/27,2068-11-15,Okhaldhunga,22.6,10,0
2012/2/27,2068-11-15,Taplejung,20.2,8,0
2012/2/27,2068-11-15,Dhankuta,24,10,0
2012/2/27,2068-11-15,Biratnagar,26.5,,0
2012/2/27,2068-11-15,Jiri,20.5,-0.6,0.0*
2012/2/28,2068-11-16,Dadeldhura,19.7,8.8,0
2012/2/28,2068-11-16,Dipayal,26.6,10.4,0
2012/2/28,2068-11-16,Dhangadi,27.4,12.1,0
2012/2/28,2068-11-16,Birendranagar,27.7,10.4,0
2012/2/28,2068-11-16,Nepalgunj,26.6,11.8,
2012/2/28,2068-11-16,Jumla,16,2.3,
2012/2/28,2068-11-16,Pokhara,24.5,11,0
2012/2/28,2068-11-16,Bhairahawa,25.2,12,0
2012/2/28,2068-11-16,Simra,27,10,0
2012/2/28,2068-11-16,Kathmandu,24.9,7.2,0
2012/2/28,2068-11-16,Okhaldhunga,20.4,6.6,0
2012/2/28,2068-11-16,Dhankuta,23,9.6,0
2012/2/28,2068-11-16,Biratnagar,26.7,11,0
2012/2/28,2068-11-16,Jiri,21.5,1.6,0.0*
2012/2/29,2068-11-17,Dipayal,26.5,8.6,0
2012/2/29,2068-11-17,Dhangadi,,9.3,0
2012/2/29,2068-11-17,Nepalgunj,28.4,8.9,0
2012/2/29,2068-11-17,Jumla,,-1.5,2.6
2012/2/29,2068-11-17,Dang,,10.8,0
2012/2/29,2068-11-17,Pokhara,24,11.8,3
2012/2/29,2068-11-17,Bhairahawa,28.2,12,0
2012/2/29,2068-11-17,Simra,28,11.8,0
2012/2/29,2068-11-17,Kathmandu,23.8,7.5,0
2012/2/29,2068-11-17,Okhaldhunga,18,8,0
2012/2/29,2068-11-17,Dhankuta,21.8,10.5,0
2012/2/29,2068-11-17,Biratnagar,28.3,,0
2012/3/1,2068-11-18,Dadeldhura,17.9,5,0
2012/3/1,2068-11-18,Dipayal,27.6,,0
2012/3/1,2068-11-18,Dhangadi,28.5,,0
2012/3/1,2068-11-18,Nepalgunj,28.2,,0
2012/3/1,2068-11-18,Jumla,15.7,-4,0
2012/3/1,2068-11-18,Pokhara,24.5,10.5,0
2012/3/1,2068-11-18,Simra,28,,0
2012/3/1,2068-11-18,Kathmandu,23.5,6,0
2012/3/1,2068-11-18,Okhaldhunga,17.8,5,3.4
2012/3/1,2068-11-18,Dhankuta,22.8,8.2,0
2012/3/1,2068-11-18,Biratnagar,28.5,9.8,0
2012/3/1,2068-11-18,Jiri,16.5,-0.2,2.6*
2012/3/2,2068-11-19,Dadeldhura,17.7,5,0
2012/3/2,2068-11-19,Dipayal,29.2,7.2,0
2012/3/2,2068-11-19,Dhangadi,29.9,,0
2012/3/2,2068-11-19,Birendranagar,26.9,7.4,0
2012/3/2,2068-11-19,Nepalgunj,29.4,7.4,0
2012/3/2,2068-11-19,Jumla,15.2,-2.7,0
2012/3/2,2068-11-19,Pokhara,22.8,10,0
2012/3/2,2068-11-19,Simra,27.5,8.5,0
2012/3/2,2068-11-19,Kathmandu,23.8,4.5,0
2012/3/2,2068-11-19,Okhaldhunga,18,6,0
2012/3/2,2068-11-19,Dhankuta,22.8,5,0
2012/3/2,2068-11-19,Biratnagar,28.3,10,0
2012/3/2,2068-11-19,Jiri,16.6,-0.7,0.0*
2012/3/3,2068-11-20,Dipayal,30.8,5.6,0
2012/3/3,2068-11-20,Dhangadi,29.6,,0
2012/3/3,2068-11-20,Birendranagar,27.2,6.5,0
2012/3/3,2068-11-20,Nepalgunj,28.8,6.3,0
2012/3/3,2068-11-20,Pokhara,,10.7,0
2012/3/3,2068-11-20,Simra,28,8.6,0
2012/3/3,2068-11-20,Kathmandu,22.7,5,0
2012/3/3,2068-11-20,Okhaldhunga,19,5.8,0
2012/3/3,2068-11-20,Taplejung,16,6,0
2012/3/3,2068-11-20,Dhankuta,23.9,,0
2012/3/3,2068-11-20,Biratnagar,29.3,11.8,0
2012/3/3,2068-11-20,Jiri,16.3,0,0.0*
2012/3/4,2068-11-21,Dadeldhura,21,7.2,0
2012/3/4,2068-11-21,Dipayal,31.5,8,0
2012/3/4,2068-11-21,Dhangadi,30.5,10.4,0
2012/3/4,2068-11-21,Birendranagar,29,7.2,0
2012/3/4,2068-11-21,Nepalgunj,30.8,10,0
2012/3/4,2068-11-21,Jumla,19,2.5,0
2012/3/4,2068-11-21,Dang,29,9.8,0
2012/3/4,2068-11-21,Bhairahawa,27.5,11,0
2012/3/4,2068-11-21,Simra,27.7,10,0
2012/3/4,2068-11-21,Kathmandu,24.4,5.3,0
2012/3/4,2068-11-21,Okhaldhunga,21.8,6.2,0
